FID,mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,stop_id,total_ons,total_offs,number_service_days
1341,0,Fall 2019,Green,Green Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Boston Univ. Central,place-bucen,970,781,8
1342,0,Fall 2019,Green,Green Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Boston Univ. East,place-buest,817,343,8
1343,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Sutherland Road,place-sthld,12,2,77
1344,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Copley,place-coecl,36032,11369,77
1345,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Hawes Street,place-hwsst,9,221,19
1346,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Brandon Hall,place-bndhl,1,0,77
1347,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Coolidge Corner,place-cool,2099,225,77
1348,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Saint Paul Street,place-stplb,65,4,77
1349,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Hynes Convention Center,place-hymnl,743,2561,19
1350,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Science Park,place-spmnl,102,206,19
1351,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Back of the Hill,place-bckhl,0,45,19
1352,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Kenmore,place-kencl,864,5668,19
1353,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Dean Road,place-denrd,162,3,77
1354,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Saint Paul Street,place-stpul,12,0,77
1355,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Beaconsfield,place-bcnfd,9,25,19
1356,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Kent Street,place-kntst,4,74,19
1357,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Sutherland Road,place-sthld,0,4,19
1358,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Boylston,place-boyls,4564,1607,77
1359,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Eliot,place-eliot,47,41,77
1360,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Summit Ave.,place-sumav,37,0,77
1361,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Washington Square,place-bcnwa,0,5,19
1362,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Boston College,place-lake,0,170,19
1363,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Saint Paul Street,place-stplb,1,12,19
1364,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Packards Corner,place-brico,55,11,77
1365,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Brookline Hills,place-brkhl,2,0,77
1366,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Brigham Circle,place-brmnl,176,0,77
1367,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Boston Univ. Central,place-bucen,67,7,77
1368,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Boston Univ. East,place-buest,52,14,77
1369,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Boston Univ. West,place-buwst,84,3,77
1370,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Brookline Village,place-bvmnl,5,2,77
1371,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Chestnut Hill,place-chhil,2,0,77
1372,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Chestnut Hill Ave.,place-chill,21,0,77
1373,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Chiswick Road,place-chswk,10,0,77
1374,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Cleveland Circle,place-clmnl,0,0,77
1375,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Copley,place-coecl,4948,1326,77
1376,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Coolidge Corner,place-cool,164,7,77
1377,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Dean Road,place-denrd,9,0,77
1378,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Eliot,place-eliot,0,1,77
1379,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Englewood Ave.,place-engav,4,0,77
1380,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Fairbanks Street,place-fbkst,5,0,77
1381,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Fenwood Road,place-fenwd,25,4,77
1382,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Fenway,place-fenwy,4,1,77
1383,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Government Center,place-gover,982,21243,77
1384,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Griggs Street,place-grigg,27,2,77
1385,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Haymarket,place-haecl,233,4465,77
1386,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Harvard Ave.,place-harvd,139,19,77
1387,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Heath Street,place-hsmnl,23,0,77
1388,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Hawes Street,place-hwsst,17,2,77
1389,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Hynes Convention Center,place-hymnl,4597,419,77
1390,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Kenmore,place-kencl,6022,154,77
1391,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Kent Street,place-kntst,10,2,77
1392,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Boston College,place-lake,0,0,77
1393,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Lechmere,place-lech,0,2120,77
1394,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Longwood Medical Area,place-lngmd,175,5,77
1395,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Longwood,place-longw,6,1,77
1396,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Museum of Fine Arts,place-mfa,190,9,77
1397,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Mission Park,place-mispk,25,3,77
1398,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Newton Highlands,place-newtn,0,0,77
1399,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Newton Centre,place-newto,4,0,77
1400,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,North Station,place-north,420,2415,77
1401,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Symphony,place-symcl,975,89,77
1402,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Blandford Street,place-bland,1,26,19
1403,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Englewood Ave.,place-engav,102,295,77
1404,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Saint Paul Street,place-stpul,0,19,19
1405,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Lechmere,place-lech,3146,0,19
1406,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Fairbanks Street,place-fbkst,125,4,77
1407,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Tappan Street,place-tapst,15,0,77
1408,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Summit Ave.,place-sumav,0,3,19
1409,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brandon Hall,place-bndhl,0,3,19
1410,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Longwood Medical Area,place-lngmd,14,1789,19
1411,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Fenwood Road,place-fenwd,297,30,77
1412,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Waban,place-waban,1,0,77
1413,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Symphony,place-symcl,34,410,19
1414,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boylston,place-boyls,452,1068,19
1415,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Longwood,place-longw,121,754,19
1416,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Fenway,place-fenwy,92,16,77
1417,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Washington Street,place-wascm,24,2,77
1418,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Tappan Street,place-tapst,0,3,19
1419,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Packards Corner,place-brico,0,33,19
1420,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Museum of Fine Arts,place-mfa,27,772,19
1421,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Government Center,place-gover,4612,118929,77
1422,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Woodland,place-woodl,0,0,77
1423,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Waban,place-waban,0,111,19
1424,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Hills,place-brkhl,84,29,19
1425,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Mission Park,place-mispk,23,182,19
1426,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Griggs Street,place-grigg,479,79,77
1427,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_09,NIGHT,Warren Street,place-wrnst,25,2,77
1428,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Washington Street,place-wascm,0,9,19
1429,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brigham Circle,place-brmnl,0,462,19
1430,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Newton Highlands,place-newtn,61,759,19
1431,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Haymarket,place-haecl,1643,27462,77
1432,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Harvard Ave.,place-harvd,1647,467,77
1433,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Heath Street,place-hsmnl,279,0,77
1434,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Hawes Street,place-hwsst,59,23,77
1435,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Hynes Convention Center,place-hymnl,28249,3461,77
1436,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Kenmore,place-kencl,61025,1681,77
1437,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Kent Street,place-kntst,124,23,77
1438,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Boston College,place-lake,262,0,77
1439,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Lechmere,place-lech,0,11406,77
1440,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Longwood Medical Area,place-lngmd,1839,42,77
1441,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Longwood,place-longw,75,7,77
1442,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Museum of Fine Arts,place-mfa,1148,58,77
1443,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Mission Park,place-mispk,256,30,77
1444,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Newton Highlands,place-newtn,125,15,77
1445,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Newton Centre,place-newto,167,0,77
1446,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,North Station,place-north,3542,20719,77
1447,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Northeastern University,place-nuniv,1650,176,77
1448,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Park Street,place-pktrm,58389,75202,77
1449,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Pleasant Street,place-plsgr,1506,44,77
1450,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Prudential,place-prmnl,13645,544,77
1451,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Riverside,place-river,258,0,77
1452,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Reservoir,place-rsmnl,47,52,77
1453,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Riverway,place-rvrwy,349,14,77
1454,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Saint Mary Street,place-smary,1120,78,77
1455,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,South Street,place-sougr,123,250,77
1456,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Science Park,place-spmnl,212,2243,77
1457,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Sutherland Road,place-sthld,304,25,77
1458,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Saint Paul Street,place-stplb,876,69,77
1459,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Saint Paul Street,place-stpul,272,17,77
1460,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Summit Ave.,place-sumav,281,29,77
1461,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Symphony,place-symcl,10603,409,77
1462,0,Fall 2019,Green,Green Line,1,day_type_01,weekday,time_period_08,LATE_EVENING,Tappan Street,place-tapst,397,5,77
1463,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Allston Street,place-alsgr,2189,205,12
1464,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Newton Centre,place-newto,6,921,19
1465,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Woodland,place-woodl,0,80,19
1466,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. Central,place-bucen,2,25,19
1467,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Arlington,place-armnl,32993,18445,12
1468,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. East,place-buest,13,70,19
1469,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,North Station,place-north,6761,345,19
1470,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. West,place-buwst,2,35,19
1471,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Babcock Street,place-babck,3116,396,12
1472,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Warren Street,place-wrnst,0,61,19
1473,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Northeastern University,place-nuniv,25,688,19
1474,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Village,place-bvmnl,53,63,19
1475,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Back of the Hill,place-bckhl,681,21,12
1476,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Allston Street,place-alsgr,59,240,19
1477,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill,place-chhil,1,76,19
1478,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Park Street,place-pktrm,15776,13106,19
1479,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Arlington,place-armnl,1279,6445,19
1480,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Beaconsfield,place-bcnfd,733,62,12
1481,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill Ave.,place-chill,0,5,19
1482,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Pleasant Street,place-plsgr,18,202,19
1483,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Babcock Street,place-babck,19,158,19
1484,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Washington Square,place-bcnwa,1756,38,12
1485,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chiswick Road,place-chswk,0,9,19
1486,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Prudential,place-prmnl,221,2360,19
1487,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Back of the Hill,place-bckhl,0,214,19
1488,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Blandford Street,place-bland,845,410,12
1489,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Cleveland Circle,place-clmnl,0,23,19
1490,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Riverside,place-river,0,368,19
1491,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Beaconsfield,place-bcnfd,89,156,19
1492,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Brandon Hall,place-bndhl,420,18,12
1493,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Copley,place-coecl,373,1998,19
1494,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Reservoir,place-rsmnl,295,506,19
1495,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Riverway,place-rvrwy,6,227,19
1496,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Saint Mary Street,place-smary,0,990,19
1497,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,South Street,place-sougr,0,105,19
1498,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Science Park,place-spmnl,572,938,19
1499,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Sutherland Road,place-sthld,11,89,19
1500,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Saint Paul Street,place-stplb,2,120,19
1501,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Saint Paul Street,place-stpul,5,195,19
1502,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Summit Ave.,place-sumav,41,52,19
1503,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Symphony,place-symcl,212,759,19
1504,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Tappan Street,place-tapst,2,62,19
1505,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Waban,place-waban,22,491,19
1506,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Washington Street,place-wascm,76,157,19
1507,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Woodland,place-woodl,0,356,19
1508,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Warren Street,place-wrnst,141,411,19
1509,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Allston Street,place-alsgr,500,541,19
1510,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Arlington,place-armnl,6082,40810,19
1511,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Babcock Street,place-babck,109,1294,19
1512,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Back of the Hill,place-bckhl,0,460,19
1513,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Beaconsfield,place-bcnfd,715,776,19
1514,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Washington Square,place-bcnwa,106,384,19
1515,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Blandford Street,place-bland,98,1265,19
1516,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Brandon Hall,place-bndhl,262,351,19
1517,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Boylston,place-boyls,7030,11092,19
1518,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Packards Corner,place-brico,95,698,19
1519,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Brookline Hills,place-brkhl,1994,819,19
1520,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Brigham Circle,place-brmnl,171,3850,19
1521,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Boston Univ. Central,place-bucen,256,1662,19
1522,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Boston Univ. East,place-buest,213,2396,19
1523,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Boston Univ. West,place-buwst,45,2385,19
1524,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Brookline Village,place-bvmnl,1071,2405,19
1525,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Washington Square,place-bcnwa,21,90,19
1526,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Blandford Street,place-bland,1,158,19
1527,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Boylston,place-boyls,28971,41004,12
1528,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Brandon Hall,place-bndhl,14,55,19
1529,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Packards Corner,place-brico,3195,792,12
1530,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Boylston,place-boyls,1597,2879,19
1531,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Brookline Hills,place-brkhl,740,109,12
1532,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Packards Corner,place-brico,17,78,19
1533,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Brigham Circle,place-brmnl,4020,59,12
1534,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Brookline Hills,place-brkhl,509,120,19
1535,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Brigham Circle,place-brmnl,15,1489,19
1536,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Boston Univ. Central,place-bucen,1519,827,12
1537,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Boston Univ. Central,place-bucen,26,106,19
1538,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Boston Univ. East,place-buest,1289,380,12
1539,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Boston Univ. East,place-buest,12,203,19
1540,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Boston Univ. West,place-buwst,1174,331,12
1541,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Boston Univ. West,place-buwst,15,210,19
1542,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Brookline Village,place-bvmnl,1629,737,12
1543,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Brookline Village,place-bvmnl,168,539,19
1544,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Chestnut Hill,place-chhil,915,318,12
1545,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Chestnut Hill,place-chhil,284,431,19
1546,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Chestnut Hill Ave.,place-chill,1175,8,12
1547,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Chestnut Hill Ave.,place-chill,24,182,19
1548,0,Fall 2019,Green,Green Line,1,day_type_02,saturday,time_period_10,OFF_PEAK,Chiswick Road,place-chswk,1778,82,12
1549,0,Fall 2018,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Chiswick Road,place-chswk,11,68,19
