FID,mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,stop_id,total_ons,total_offs,number_service_days
1,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Allston Street,place-alsgr,0,17,77
2,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Arlington,place-armnl,2675,8021,77
3,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Babcock Street,place-babck,0,151,77
4,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Back of the Hill,place-bckhl,0,36,77
5,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Beaconsfield,place-bcnfd,12,67,77
6,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Washington Square,place-bcnwa,0,22,77
7,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Blandford Street,place-bland,3,52,77
8,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brandon Hall,place-bndhl,0,1,77
9,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boylston,place-boyls,1632,3604,77
10,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Packards Corner,place-brico,0,64,77
11,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Hills,place-brkhl,13,80,77
12,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brigham Circle,place-brmnl,1,1868,77
13,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. Central,place-bucen,4,138,77
14,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. East,place-buest,0,72,77
15,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston Univ. West,place-buwst,0,49,77
16,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Brookline Village,place-bvmnl,269,149,77
17,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill,place-chhil,17,255,77
18,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chestnut Hill Ave.,place-chill,0,21,77
19,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chiswick Road,place-chswk,0,84,77
20,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Cleveland Circle,place-clmnl,0,31,77
21,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Copley,place-coecl,1414,8290,77
22,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Coolidge Corner,place-cool,0,233,77
23,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Dean Road,place-denrd,0,1,77
24,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Eliot,place-eliot,0,109,77
25,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Englewood Ave.,place-engav,0,91,77
26,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fairbanks Street,place-fbkst,0,4,77
27,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fenwood Road,place-fenwd,0,145,77
28,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Fenway,place-fenwy,4,251,77
29,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Government Center,place-gover,29800,3744,77
30,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Griggs Street,place-grigg,0,13,77
31,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Haymarket,place-haecl,18429,560,77
32,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Harvard Ave.,place-harvd,0,220,77
33,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Heath Street,place-hsmnl,0,290,77
34,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Hawes Street,place-hwsst,0,67,77
35,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Hynes Convention Center,place-hymnl,526,2342,77
36,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Kenmore,place-kencl,164,5578,77
37,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Kent Street,place-kntst,0,41,77
38,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Boston College,place-lake,0,39,77
39,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Lechmere,place-lech,6004,0,77
40,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Longwood Medical Area,place-lngmd,9,989,77
41,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Longwood,place-longw,14,453,77
42,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Museum of Fine Arts,place-mfa,51,333,77
43,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Mission Park,place-mispk,0,235,77
44,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Newton Highlands,place-newtn,11,895,77
45,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Newton Centre,place-newto,0,499,77
46,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,North Station,place-north,3795,894,77
47,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Northeastern University,place-nuniv,14,984,77
48,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Park Street,place-pktrm,9557,25379,77
49,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Pleasant Street,place-plsgr,0,40,77
50,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Prudential,place-prmnl,93,3430,77
51,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Kent Street,place-kntst,523,1040,77
52,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston College,place-lake,0,1571,77
53,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Lechmere,place-lech,60734,0,77
54,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Longwood Medical Area,place-lngmd,838,7853,77
55,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Longwood,place-longw,5734,5023,77
56,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Museum of Fine Arts,place-mfa,775,5122,77
57,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Mission Park,place-mispk,84,5006,77
58,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Newton Highlands,place-newtn,335,4846,77
59,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Newton Centre,place-newto,596,4894,77
60,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Riverway,place-rvrwy,91,3905,77
61,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,North Station,place-north,49784,7061,77
62,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Northeastern University,place-nuniv,2397,10702,77
63,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Park Street,place-pktrm,195121,114785,77
64,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Pleasant Street,place-plsgr,1039,3295,77
65,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Prudential,place-prmnl,4253,29944,77
66,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Riverside,place-river,0,4054,77
67,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Reservoir,place-rsmnl,1768,8883,77
68,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Riverway,place-rvrwy,58,3909,77
69,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Saint Mary Street,place-smary,2818,5899,77
70,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,South Street,place-sougr,0,1110,77
71,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Science Park,place-spmnl,56391,56160,77
72,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Sutherland Road,place-sthld,109,2181,77
73,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Saint Paul Street,place-stplb,1485,3680,77
74,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Saint Paul Street,place-stpul,519,1900,77
75,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Summit Ave.,place-sumav,695,3691,77
76,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Symphony,place-symcl,3428,18412,77
77,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Tappan Street,place-tapst,229,2819,77
78,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Waban,place-waban,109,1641,77
79,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Washington Street,place-wascm,687,6057,77
80,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Woodland,place-woodl,2,3006,77
81,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Warren Street,place-wrnst,904,5835,77
82,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Allston Street,place-alsgr,978,9838,77
83,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Arlington,place-armnl,58915,63800,77
84,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Babcock Street,place-babck,1281,10913,77
85,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Back of the Hill,place-bckhl,0,3031,77
86,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Beaconsfield,place-bcnfd,613,9776,77
87,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Washington Square,place-bcnwa,451,7361,77
88,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Blandford Street,place-bland,4158,4871,77
89,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Brandon Hall,place-bndhl,129,3236,77
90,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Boylston,place-boyls,85739,48170,77
91,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Packards Corner,place-brico,3025,12287,77
92,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Brookline Hills,place-brkhl,992,6954,77
93,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Brigham Circle,place-brmnl,1209,10274,77
94,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Boston Univ. Central,place-bucen,4027,5121,77
95,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Boston Univ. East,place-buest,4015,3358,77
96,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Boston Univ. West,place-buwst,2162,3190,77
97,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Brookline Village,place-bvmnl,2700,15112,77
98,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Chestnut Hill,place-chhil,1036,5206,77
99,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Chestnut Hill Ave.,place-chill,251,3432,77
100,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Chiswick Road,place-chswk,165,6445,77
101,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Cleveland Circle,place-clmnl,0,3286,77
102,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Saint Mary Street,place-smary,2191,9535,77
103,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,South Street,place-sougr,0,1454,77
104,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Science Park,place-spmnl,74909,76928,77
105,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Sutherland Road,place-sthld,338,1478,77
106,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Saint Paul Street,place-stplb,1228,5141,77
107,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Saint Paul Street,place-stpul,423,1988,77
108,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Summit Ave.,place-sumav,599,3698,77
109,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Symphony,place-symcl,4761,23771,77
110,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Tappan Street,place-tapst,219,2197,77
111,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Waban,place-waban,186,1226,77
112,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Washington Street,place-wascm,1080,4977,77
113,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Woodland,place-woodl,15,3617,77
114,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_04,MIDDAY_BASE,Warren Street,place-wrnst,932,4978,77
115,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Allston Street,place-alsgr,706,4528,77
116,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Arlington,place-armnl,32255,49456,77
117,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Babcock Street,place-babck,1187,7062,77
118,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Back of the Hill,place-bckhl,0,1381,77
119,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Beaconsfield,place-bcnfd,587,4113,77
120,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Washington Square,place-bcnwa,290,3313,77
121,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Blandford Street,place-bland,4361,2948,77
122,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brandon Hall,place-bndhl,83,1116,77
123,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boylston,place-boyls,48796,29388,77
124,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Packards Corner,place-brico,2389,6592,77
125,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brookline Hills,place-brkhl,1899,3583,77
126,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brigham Circle,place-brmnl,714,7327,77
127,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston Univ. Central,place-bucen,4660,3822,77
128,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston Univ. East,place-buest,4654,2655,77
129,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Boston Univ. West,place-buwst,1580,2491,77
130,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Brookline Village,place-bvmnl,3356,8454,77
131,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chestnut Hill,place-chhil,714,3865,77
132,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chestnut Hill Ave.,place-chill,82,2373,77
133,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Chiswick Road,place-chswk,61,2959,77
134,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Cleveland Circle,place-clmnl,0,1466,77
135,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Copley,place-coecl,53376,91200,77
136,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Coolidge Corner,place-cool,4041,11896,77
137,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Dean Road,place-denrd,21,1787,77
138,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Eliot,place-eliot,112,1957,77
139,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Englewood Ave.,place-engav,2,3715,77
140,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fairbanks Street,place-fbkst,134,2013,77
141,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fenwood Road,place-fenwd,307,3685,77
142,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fenway,place-fenwy,4243,5959,77
143,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Government Center,place-gover,139594,27389,77
144,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Griggs Street,place-grigg,724,5659,77
145,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Haymarket,place-haecl,56319,12021,77
146,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Harvard Ave.,place-harvd,3585,15999,77
147,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Heath Street,place-hsmnl,0,2837,77
148,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Hawes Street,place-hwsst,529,1518,77
149,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Hynes Convention Center,place-hymnl,29398,56794,77
150,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Kenmore,place-kencl,20934,77237,77
151,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Hynes Convention Center,place-hymnl,2070,9704,77
152,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Kenmore,place-kencl,3326,21735,77
153,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Kent Street,place-kntst,13,222,77
154,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Boston College,place-lake,0,253,77
155,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Lechmere,place-lech,14874,0,77
156,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Longwood Medical Area,place-lngmd,56,4458,77
157,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Longwood,place-longw,173,2555,77
158,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Museum of Fine Arts,place-mfa,35,1048,77
159,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Mission Park,place-mispk,1,496,77
160,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Newton Highlands,place-newtn,37,2409,77
161,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Newton Centre,place-newto,67,1229,77
162,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,North Station,place-north,23886,1511,77
163,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Northeastern University,place-nuniv,199,2094,77
164,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Park Street,place-pktrm,51148,48966,77
165,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Pleasant Street,place-plsgr,32,350,77
166,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Prudential,place-prmnl,635,9204,77
167,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Riverside,place-river,0,907,77
168,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Reservoir,place-rsmnl,837,801,77
169,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Riverway,place-rvrwy,7,582,77
170,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Saint Mary Street,place-smary,37,2462,77
171,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,South Street,place-sougr,0,53,77
172,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Science Park,place-spmnl,6290,11183,77
173,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Sutherland Road,place-sthld,6,38,77
174,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Saint Paul Street,place-stplb,60,443,77
175,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Saint Paul Street,place-stpul,37,177,77
176,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Summit Ave.,place-sumav,30,346,77
177,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Symphony,place-symcl,698,2391,77
178,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Tappan Street,place-tapst,2,276,77
179,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Waban,place-waban,0,178,77
180,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Washington Street,place-wascm,100,584,77
181,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Woodland,place-woodl,6,1095,77
182,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Warren Street,place-wrnst,112,1207,77
183,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Allston Street,place-alsgr,1028,818,77
184,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Arlington,place-armnl,21995,173385,77
185,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Babcock Street,place-babck,291,6728,77
186,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Back of the Hill,place-bckhl,0,398,77
187,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Beaconsfield,place-bcnfd,1306,980,77
188,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Washington Square,place-bcnwa,275,1197,77
189,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Blandford Street,place-bland,485,3674,77
190,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Brandon Hall,place-bndhl,141,215,77
191,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Boylston,place-boyls,29669,47025,77
192,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Packards Corner,place-brico,386,1787,77
193,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Brookline Hills,place-brkhl,1189,2365,77
194,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Brigham Circle,place-brmnl,178,14986,77
195,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Boston Univ. Central,place-bucen,373,5072,77
196,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Boston Univ. East,place-buest,344,2686,77
197,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Boston Univ. West,place-buwst,130,2950,77
198,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Brookline Village,place-bvmnl,3182,6568,77
199,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Chestnut Hill,place-chhil,461,4176,77
200,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_03,AM_PEAK,Chestnut Hill Ave.,place-chill,78,2293,77
201,0,Fall 2019,Green,Green Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Copley,place-coecl,110914,136994,77
